created_at,full_text,location,text_translated,sentiment_score,sentiment
Wed Sep 04 22:13:30 +0000 2024,Cek Tamagoyaki Panci Wajan Penggorengan Telur Anti Lengket Omelette - BAYAR DI TEMPAT [COD] [GRATIS ONGKIR] dengan harga Rp84.000. Dapatkan di Shopee sekarang! https://t.co/YsPkZQjIfO https://t.co/tWNuQT52Bg,"Gondomanan, Indonesia",Tamagoyaki Panci Panci check with Anti Stick Eggs Omelette Pay in place COD free of charge for Rp84000Get it at Shopee now,0.1531,Positive
Wed Sep 04 20:40:42 +0000 2024,Berbagi Di Jumat Berkah. Menu Di Jumat Berkah: Nasi Ayam Geprek Nasi Goreng Ayam Geprek Mie Goreng Ayam Geprek Nasi Telur Geprek Semua menu harga Rp. 7.000; Pemesanan bisa lewat WhatsApp (WA) saja. Note: 10 Porsi Rp. 7.000 20 Porsi Rp. 6.500;,"Sidoarjo, Indonesia",Share in a blessed FridayMenu in the Friday Friday Geprek Chicken Rice Fried Chicken Geprek Chicken Fried Chicken Geprek Egg Egg Geprek All Rp Price Menu7000The order can only go through whatsapp WA onlyNote 10 Rp7000 20 rp6500,0.7269,Positive
Wed Sep 04 14:54:24 +0000 2024,Ni haa pakai 2 sudu je kot. Patutlah mahal sebijik rasa telur masin. Pek kecik ni dpt free sekali tepung bestari pedas yg kecik harga rm13+ mahal kan? Tapi sebab sedap mahal pun pejam je lah mataaa https://t.co/J7fzHDx4IO,,This is a 2 tablespoonIt should be expensive a salty egg flavorsThis little pack can be free once spicy spicy flour for RM13 expensive rightBut because it is so expensive to keep your eye off,0.5106,Positive
Wed Sep 04 14:14:09 +0000 2024,@Solisidtor Ko cakap pmx badut turunkan telur 3sen tapi suruh kasi gaji rm3k??tapi ko mintak harga barang turun gaji xturun tu xke sama badut dgn pmx??cer bincangkan..,"Kuala Lumpur City, Kuala Lumpu",Solisidtor I said PMX clown dropped 3sen egg but told me to pay RM3k,-0.1531,Negative
Wed Sep 04 13:43:34 +0000 2024,@urvallerie @tanyarlfes Yg pokok aja dah... Gua nikah dari 2018... Dulu harga beras masih dpt di kisaran 8-9rb/Liter harga telur naik turun kisaran harga 18-23rb per kilo... Sekarang beras paling murah 10rb/Liter itu juga kualitas nya jelek lah... Telur sering nya di harga 27-30rb per kilo...,Cikampek,urvallerie tanyarlfes The tree is already I got married from 2018 the price of rice wa still available at 89rbliter egg price rising at 1823rb per kilo now the cheapest rice 10rbThe liter are also the quality the egg are often at 2730rb per kilo,0.0,Neutral
Wed Sep 04 13:29:29 +0000 2024,Cek BOLDe Super Utensile / Utensil Whisk / Pengocok Adonan / Telur - Beige dengan harga Rp23.400. Dapatkan di Shopee sekarang! https://t.co/AORdbq0yjD https://t.co/g9euOHYw3j,,Check Bolde Super Utensile Utensil Whisk Adonan Eggs Beige for Rp23400Get it at Shopee now,0.5994,Positive
Wed Sep 04 12:00:59 +0000 2024,Tetap waspada buat teman-teman lebih aman untuk dukung peternak sekitar agar sebaran telur bisa sampai ke konsumen dengan tepat dan jangan tergiur dengan harga murah https://t.co/QBqmKbkTUi,,Stay aware of your friend more secure to support the surrounding breeder so that the egg can reach the consumer accurately and do not be spoiled at the cheap price,0.8384,Positive
Wed Sep 04 11:57:01 +0000 2024,@bliblidotcom Harga iPhone nya 21.749.000 jadi harga cicilannya tuh seharga telur gulung yang rasanya enak itu. #blibli99Gadgetfest,,bliblidotcom The iphone price is 21749000 so the price is the price of the roll that taste goodblibli99gadgetfest,0.0,Neutral
Wed Sep 04 10:42:20 +0000 2024,Harga Ron97 dan diesel turun lagi masing2 turun untuk 2 minggu dan 5 minggu berturut2. Ayam murah. Minyak murah. Telur murah. Ringgit terus teguh. BSKL mencanak naik. Inflasi terbaik. OPR terus kekal. Pelaburan terus masuk berbillion. Dunia mula menjadikan pemulihan ekonomi https://t.co/LiFJROFHuC,Kuala Lumpur Federal Territory,The price of RON97 and Diesel dropped again for 2 week and 5 consecutive weeksCheap ChickenCheap oilCheap eggsThe ringgit continues to be firmThe KLSE is on the riseBest inflationOPR continuesInvestment continues to enter billionsThe world began to make economic recovery,0.0,Neutral
Wed Sep 04 09:40:51 +0000 2024,harini firstime lunch luar dengan officemate sebab pantry takde lauk so makan nasi kerabu. wee sumpah banyak gilaaaa. kenyang sampai sekarang harga pon okayla rm9.50 (lauk ayam goreng + telur masin) https://t.co/QzjsIFT2eg,,Todays firstime lunch is outside with the officemate because the pantry ha no side dish so eat the riceWee I swear a lotFull until now the price is okayla rm950 fried chicken salted egg,-0.0,Neutral
Wed Sep 04 09:28:04 +0000 2024,Cek Goto Artmix Hand Mixer Tangan Pengaduk Pengocok Adonan Telur 100 Watt dengan harga Rp59.800. Dapatkan di Shopee sekarang! https://t.co/cXo3FpicNC https://t.co/k1VrJQJWky,cilegon,Check Goto Artmix Hand Mixer Handmade Eggs 100 Watt Eggs for Rp59800Get it at Shopee now,0.4939,Positive
Wed Sep 04 09:22:55 +0000 2024,Aku tak fhm dgn laki yg gatal nk kawen 2 engko punya financial pun bini yang tolong spender kau pun bini yg carikan beras bkn kau beli ayam harga terkini pun taktau telur sll beli gred bape un kau tak catch up pastu kau nk kawen lagi satu?,,I do not have a itchy man to marry 2 I have a financial finance that help you spender you even find the rice not to buy the latest chicken price and the egg buy bape grade une you dont catch up your pasta,0.5445,Positive
Wed Sep 04 08:38:58 +0000 2024,@Solisidtor Kalau di semenanjung harga telur ada turun di Sabah sebenarnya masih malah semakin naik lagi kalau tak percaya Sila datang sendiri ke mana2 pasar yg ada menjual telur segar.,"Lahad Datu, Sabah",Solisidtor if the egg price is in Sabah it is still rising if you do not believe please come to any market that sell fresh egg,0.0869,Positive
Wed Sep 04 06:11:18 +0000 2024,Cek Freeze Dried Chicken Cubes &amp; Egg Yolk - Snack Dada Ayam dan Kuning Telur Kering Dadu Cemilan Anjing Kucing Hamster Sugar Glider - Snack Cemilan Sehat dan Lezat Untuk Anabul - Makanan Hewan Peliharaan - Freeze Dried Snack dengan harga Rp39.900. https://t.co/wE4wws9Fa4 https://t.co/T70J3DfFNN,Indonesia,Check Freeze Dried Chicken Cubes ampEgg Yolk Snack of Chicken Chicken and Dry Egg Dice Dice Cat Dog Hamster Sugar Glider Healthy and Elevated Snack for Anabul Pet Freeze Dried Snack for Rp39900,0.4767,Positive
Wed Sep 04 06:00:22 +0000 2024,*Hampers Makanan Ketofreindly* Rabu 4 Sept 2024 -Krimsup Ayam Jamur Telur+Kefir Strawberry/Bluberry+Garlic Bread+Dadar Gulung isi Coklat @1 *Harga 170k on sale 155k* -Aman untuk Ketofastosis Ketogenic DEBM LCHF Lowcarbs -Diabeticfreindly https://t.co/LeRvUkRd3F,,Ketofreindly food hamper Wednesday 4 Sept 2024 Crimsup Egg FunStrawberryBluberyGarlic BreadChocolate Roll 1 Price 170k on Sale 155k Aman for ketofastosis Ketogenic debm Lchf Lowcarbs DiabeticFreaprInly tcolervukrd3f,0.0,Neutral
Wed Sep 04 04:53:29 +0000 2024,Percakapan ringan dan hangat dimulai dari menelisik harga bawang merah dan telur di warung yang sedang naik. Beberapa saat kemudian perasaan Nyonya Nadide menjadi rumit karena benanya mulai memikirkan dampak lain yang bisa saja mengganggu jatah belanjanya. https://t.co/4D05gM40Vu,"Paris, France",Light and warm conversation start from the price of red onion and egg in the shopA few moment later Nadides feeling became complicated a she began to think about another impact that could only disturb her spending,-0.0772,Negative
Wed Sep 04 04:06:34 +0000 2024,Menyesal kemarin-kemarin beli truffle belly dengan harga 30 ke atas padahal gwe bisa beli itu dengan harga belasan ribu dah plus telur ,Kandang Kambing,Regretfully buy Truffle Belly for 30 and above when Gwe can buy it for a dozen of thousand and egg,-0.4404,Negative
Wed Sep 04 03:41:10 +0000 2024,Jangankan harga emas. Harga beras harga jagung harga telur harga ayam dan semuaa harga komoditas itu termasuk produk politik. Karena sangat dekat dengan kebijakan pemerintah.,Semarang kaline banjir,Do not pay gold pricesRice Price Corn Price Egg Price Chicken Price and all the commodity price include political productsBecause it is very close to government policy,0.0762,Positive
Wed Sep 04 02:09:28 +0000 2024,Sekarang apa2 pd naik. Bahkan harga telur di warung 1 sm lainnya bisa beda2. Semoga dinaikin jg sm Allah rasa sabar kita khususnya yg mencari rezeki halal untuk dibawa pulang. Sehat2 suamiku. ,,Now anything go upEven the price of egg in the other 1 cm shop can be differentMay we be up to SM Allah to be patient in particular who seek halal sustenance to bring homeMy husband is healthy,0.4019,Positive
Wed Sep 04 01:37:45 +0000 2024,@Solisidtor Bagus la dia turun kan harga telur pada masa sama suruh naik kan gaji bodoh sgt ke kau ni dulu meroyan x guna naik gaji sbb harga brg naik..hahaha bodoh nye walaun ada hati nk bg walaun memerintah negara balik,Malaysia,Solisidtor is good that he go down the price of the egg at the same time asking for a stupid paycheck to you used to be x to raise the paycheck a the price go uphahaha stupid nye even if you have the heart to rule the country back,0.0772,Positive
Wed Sep 04 01:09:02 +0000 2024,LIVING MALL Tempat Penyimpanan Telur Tingkat Minimalis E12 Rak Penyimpanan Telur Otomatis Isi 15 / Egg Storage Organizer dengan harga Rp11.998. Dapatkan di Shopee sekarang https://t.co/22AHPiVfFV https://t.co/MMInacBYtj,,Living Mall Minimalist Egg Storage E12 Egg Storage Rack Automatis 15 Egg Storage Organizer for Rp11998Get it at Shopee now,0.0,Neutral
Wed Sep 04 00:52:32 +0000 2024,Harga telur ayam di Karanganyar warung langgananku hari ini Rp. 23.000 -/kg. Maturnuwun pak @jokowi ,"Karanganyar, lereng Lawu",The price of chicken egg in Karanganyar my subscription shop today is rp23000 kgMaturnuwun Pak jokowi,0.0,Neutral
Tue Sep 03 20:11:57 +0000 2024,Apa.kena mengena dgn harga telur tu?,,What about the egg price,0.0,Neutral
Tue Sep 03 18:21:21 +0000 2024,Cek TNW Pembuih Susu Pengocok Telur Handheld Blender Milk Frother Electric Mixer Portable Egg Beater USB Rechargeable dengan harga Rp53.400. Dapatkan di Shopee sekarang! https://t.co/CdLGQRQMlB https://t.co/L6B7hfTHw8,+62,Check TNW Milk Egg Handheld Blender Milk Frother Electric Mixer Portable Egg Beater USB Rechargeable For Rp53400Get it at Shopee now,0.0,Neutral
Tue Sep 03 17:10:15 +0000 2024,@Solisidtor Panas laa tu loyer jobless takde kenaikan gaji ya? Lupa pembangkang belum dpt peruntukan lg kan utk naikkan gaji? Teruskan meroyan. Nampak sgt busuk hati. Harga telur turun tkde kaitan dgn majikan kene naik gaji. Bukan PMX usik telur kau pon @Solisidtor .,,Solisidtor hot tu Loyer Jobless ha no increase in salaryForget the opposition ha not been allocated to raise wagesContinue to moanIt look so badEgg price are down to the employer here to raise payIts not a PMX your egg solisidtor,0.4287,Positive
Tue Sep 03 15:40:17 +0000 2024,Nemu warkop baru di pertigaan... baru buka 2 bulanan GILA MURAH2 BGTTT NANGIS... sedekah ya ini bapaknya?????? Kan di warkop lain nasi telur yaudah litereri nasi telur (10k pk qris +1rb) nah di sini dikasih tahu tempe lalapan sambel + es teh (10k pk qris harga sama),,Find a new WARKOP in the world just open 2 monthly crazy cheap2 bgttt cry charity is this dad At the other WARNCOP Egg Egg Yaudah Literary Egg Rice 10K PK QRIS 1RB Well here is loved to know sambel e tea 10k pk qris same price,0.5106,Positive
Tue Sep 03 14:52:10 +0000 2024,Cek Wajan telur goreng tiga lubang/ steak wajan anti lengket/ wajan sarapan rumah 3-in-1/ peralatan masak cocok untuk berbagai kompor dengan harga Rp84.000. Dapatkan di Shopee sekarang! https://t.co/ghWMVyh034 https://t.co/jPbw3RCipA,,ThreeHoles Fried Eggs Steak Eggs Stack AntiSticks 3In1 Breakfast Cooking Equipment for a variety of stove for Rp84000Get it at Shopee now,0.0,Neutral
Tue Sep 03 14:51:25 +0000 2024,Cek Panci Wajan Telur Martabak Pancake 4 Lubang &amp; 5 Lubang Anti Lengket 18.5CM double bottom Cocok di Segala Jenis Kompor dengan harga Rp82.000. Dapatkan di Shopee sekarang! https://t.co/n4zCM2wWU7 https://t.co/WC44g4xFID,,Martabak Pancake Eggs Pancakes 4 Holes amp5 Anti Stick Holes 185cm Double Bottom Failure in all type of stove at Rp82000Get it at Shopee now,-0.6808,Negative
Tue Sep 03 13:36:43 +0000 2024,Dia turunkan harga telur 3 sen dia suruh majikan bagi gaji RM3k. Betul2 badut lah PM ni. https://t.co/78JyoJfKxJ,"Kuala Lumpur, Malaysia",He lowered the price of an egg 3 cent he told the employer for a RM3k salaryThats right,-0.128,Negative
Tue Sep 03 11:57:30 +0000 2024,@yqveen selalu inget kalo minum teh itu nutrisi makanan tidak diserap baik oleh tubuh. manjur di gw krn inget harga ayam/daging/telur yg gw makan,,yqveen always want to drink tea that food nutrition is not well absorbed by the bodyManjur at GW because of the price of chickenmeateggs that GW eats,-0.1316,Negative
Tue Sep 03 11:53:14 +0000 2024,@tanyarlfes Tahu tempe Telur Sayur yg udah di paket harga 5rban Kalau beli : beli orek tempe atau sayur 5rb dah dapet banyak (tpi balik lagi domisili sendernya untuk harga dan porsi),,tanyarlfes know the vegetable egg that are already on the 5rban price package when buying buy a tempeh or 5rb vegetable or a lot of vegetable but return the domicile sender for price and portion,0.0,Neutral
Tue Sep 03 10:28:16 +0000 2024,hai -dips! aku mau preloved panci set aku cuman 50k udah dapet 2. aku beli di harga 80k. wajannya baru aku pake dua kali buat goreng telur pancinya belum pernah dipake sama sekali jd bautnya jg belum aku pasang. kalau ada yg minat boleh komen yaa nanti aku dm ^_^ https://t.co/7FqB45kAt8,CARA KIRIM MENFESS ⬇️,Hi dipsI want to preloved Panci set my 50k to get 2 I bought it at 80kThe only thing I just had to do is twice for the fried egg to never be cooked at allIf anyone is interested you can comment later I will,0.4588,Positive
Tue Sep 03 07:26:09 +0000 2024,ga semua produk sih begini karna ga semuanya kena ppn. aku setuju ada pendapat yang bilang ini tuh koreksi terhadap harga awal tahun 2024 terlalu tinggi kaya beras telur daging cabe dll. bakal ada harga baru di tahun 2025,,GA all the product like this are not availableI agree with this opinion that this is a correction on the early 2024 price too high rich in Cabe Egg Eggs etcThere will be new price in 2025,0.6111,Positive
Tue Sep 03 05:00:01 +0000 2024,Bapanas mencatat sejumlah komoditas pangan mayoritas mengalami kenaikan harga yang tipis mulai beras telur hingga bawang putih menjadi Rp40.310 per kilogram (kg). #Bapanas #HargaPangan #MedcomId https://t.co/546g1MWrKy,"Jakarta Capital Region, Indone",MANUFACTURES recorded a number of majority commodity in the price of a thin price from egg rice until garlic becomes RP40310 per kilogram kgBapanas hargapangan medcomid,0.0772,Positive
Tue Sep 03 04:51:58 +0000 2024,@SpecterElla LAH BENERAN SEBANYAK ITU? berati telur gulung harga serebu tuh untungnya banyak ya,,Specterella is that muchThe egg roll the price of the price,0.0,Neutral
Tue Sep 03 03:58:34 +0000 2024,Harga Pangan Hari Ini Beras Telur hingga Bawang Putih Naik https://t.co/Mqm1utyrLI #beritajogja #jogja #jogjaistimewa https://t.co/6P0mugzSZA,"Yogyakarta, Indonesia",Todays price of egg to garlic rise beritajogja jogja jogjaistimewa,0.0,Neutral
Tue Sep 03 03:49:00 +0000 2024,Untung harga telur kemarin murah. Kalau keluar beli lagi deh ,she/her 23 ,Fortunately the price of egg is cheapIf you go out and buy it again,0.0,Neutral
Tue Sep 03 03:33:44 +0000 2024,Badan Pangan Nasional (Bapanas) mencatat sejumlah komoditas pangan mayoritas mengalami kenaikan harga yang tipis mulai beras telur hingga bawang putih menjadi Rp40.310 per kilogram (kg) per Selasa (3/9). https://t.co/CkLXPHES35,Jawa Timur,The National Embassy Body Manaas record a number of Mayorite mood commodity experienced a thin price increase from egg rice to garlic to RP40310 per kilogram kg per Tuesday 39,0.3818,Positive
Tue Sep 03 03:02:22 +0000 2024,@Vol97Hugh harga telur lagi naik Hugh. Bilangin sama mama ya dek,ROLEPLAYER,Vol97hugh the price of the egg is up hughSay the same mama yes deck,0.4019,Positive
Tue Sep 03 02:47:53 +0000 2024,Kenapa labuan tiada telur gred a b dan c? Semua supermarket jual telur omega. Kalau jualan rahmah pun hanya ada telur gred d sahaja. Telur yAng ada harga kawalan adalah telur gred a b dan c kan? @KPDN_HQ,,Why doe Labuan have no Grade A B and C eggsAll supermarket sell omega eggsEven if the sale of rahmah ha only D grade eggsEggs with control price are Grade A B and C egg rightKpdnhq,0.0516,Positive
Tue Sep 03 01:44:00 +0000 2024,Coba liat tren tahun 2014 - 2024 harga telur /kg dan bandingkan dengan UMR seluruh Indonesia. Kira-kira mencukupi gak hal itu. Bayangkan itu baru telur belom gas ayam cabai beras dan kebutuhan pokok lainnya.,,Trend the trend of 2014 2024 egg kg price and compare it to Umr all over IndonesiaIts not enough thatImagine it a new egg on rice chili rice and other tree wrinkle,0.0,Neutral
Tue Oct 22 03:44:48 +0000 2024,Seramai 400 000 penduduk awam berdepan pembunuhan beramai-ramai kebuluran pemindahan paksa di wilayah utara Gaza. Sumber: Shehab Agency Foto: AFP PIC https://t.co/KRVWtLDBNb https://t.co/Etpqihf4Ec,"Selangor, Malaysia",About 400 000 civilian faced the massacre of forced removal in northern GazaSource Shehab Agency Photo AFP Pic,-0.4588,Negative
Fri Oct 11 01:52:55 +0000 2024,WFP beri amaran ancaman kebuluran di Gaza menjelang musim sejuk #malaysiagazette https://t.co/hakJToC6xT,Kuala Lumpur,WFP warns of starvation threat in Gaza by winter malaysiagazette,-0.5859,Negative
Sun Sep 01 08:17:52 +0000 2024,Dia lah arkitek KEGAGALAN Malaysia yang masih mundur jauh ketinggalan dengan negara2 jiran seperti Singapura Taiwan Korea. Sementara kanak2 di Putrajaya terbantut kebuluran anak Mahathir semua BILLIONAIRE https://t.co/P42HB05GSC,"Washington, DC",He is the architect of Malaysias failure to back behind with neighboring country like Singapore Taiwan KoreaWhile the child in Putrajaya are staring at Mahathirs child all the billionaire,-0.2023,Negative
Sun Sep 01 07:16:49 +0000 2024,Padahal Mahathir lah punca Malaysia masih mundur jauh ketinggalan dengan negara2 jiran seperti Singapura Taiwan Korea. Sementara kanak2 di Putrajaya terbantut kebuluran anak Mahathir semua BILLIONAIRE https://t.co/U2lbeP2Zbb,"Washington, DC",Whereas Mahathir is the reason Malaysia is still backward with neighboring country such a Singapore Taiwan KoreaWhile the child in Putrajaya are staring at Mahathirs child all billionaire,0.0,Neutral
Thu Aug 29 02:27:53 +0000 2024,@ParisAshiqin @RajaMohdShahrim @MuhyiddinYassin @PASPusat @PPBMofficial Jadi kematian akibat kebuluran tu hanya di Malaysia je ke berlaku. Boleh je salahkan kerajaan dalam apa jua kes tapi biar la RELEVEN dengan SITUASI. Setiap daerah ada JKM ZAKAT DAN WAKIL RAKYAT apa diorg buat. Boleh je menyalahkan tapi biar lojik dan tak terus nak serang PM je.,,Parisashiqin rajamohdshahrim muhyiddinyassin paspusat ppbmofficial So the death of the starvation is only in MalaysiaIt can blame the government in any case but to be relevant to the situationEach district ha a Zakat JKM and the people representativeIt can be blamed but letting it be logical and not going to attack the PM,-0.2519,Negative
Wed Aug 28 23:14:17 +0000 2024,@rafiziramli @YaakubHawa Pelik betul mana pergi jkkk kampung adun dan ahli parlimen @SyedSaddiq di Sg Abong Muar itu sehingga kes kebuluran terpencil tidak disedari? Kerajaan persekutuan pula yang dipersalahkan.Sungguh memalukan di saat ramai rakyat Malaysia mengidap penyakit sebab terlebih makan ,Wilayah Persekutuan Kuala Lump,rafiziramli yaakubhawa is it strange to go to JKKK village assemblyman and parliamentary syedsaddiq in Sg Abong Muar until isolated starvation caseThe Federal Government is blamed It is a shame when many Malaysians have disease because they eat over,-0.8519,Negative
Wed Aug 28 15:02:42 +0000 2024,@SyedAkramin Setahu aku cerita rakyat kebuluran sampai bunuh diri di Malaysia ni hanya sekali berlaku. Ketika tu Muhyiddin jadi PM.,"Kubang Semang, Malaysia",Syedakramin I know the story of the starvation to suicide in MalaysiaAt that time Muhyiddin became PM,-0.6705,Negative
Wed Aug 28 05:57:31 +0000 2024,@YaakubHawa Fitnah berdosa makcik. Mana ada orang mati kebuluran di malaysia ni. Ingat sikit dosa pahala.,Depan Sungai Saigon,Yaakubhawa slanderous slanderWhere is the starvation in MalaysiaRemember a little bit of reward,0.5325,Positive
Mon Aug 26 06:40:23 +0000 2024,@Lucifer44801477 @mkini_bm Kalau dengar ZRA stream duit cukai pendapatan rakyat Malaysia hanya 18% shj rakyat yg membayar cukai. Sembang apa? Rakyat kita mungkin ada yg kebuluran. Tp rakyat Malaysia tidak dlm kondisi bencana. ( Yg kebuluran klau di Malysia pasti org yg mlas berusaha.,"Kuala Lumpur City, Kuala Lumpu",Lucifer44801477 mkinibm If you hear zra stream the Malaysian income tax money is only 18 of the taxesWhat chatOur people may be starvingBut Malaysians are not in disaster conditionThe starvation in Malaysia is sure to try,0.6802,Positive
Mon Aug 26 03:18:19 +0000 2024,Bau busuk bawa penemuan mayat dua beranak mati kelaparan MASIH ADA DI MALAYSIA YG MATI KEBULURAN??!! https://t.co/wP8fXJqupF Bau busuk dari sebuah rumah di Sungai Abong membawa kepada ,#MuafakatJohor  #TeamJohor ,The foul smell brings the discovery of the body of the two dead dead still in Malaysia who are starving to starve smell of a house in the abong river leading to,-0.936,Negative
Sat Aug 24 14:55:37 +0000 2024,Astaghfirullahalazim! Bagaimanakah di Malaysia ini pun masih ada rakyat yang bisa mati kerana kebuluran? Mana MP @SyedSaddiq ? Mana ADUN? Mana Ketua Kampung? Mana Imam? Mana jiran2? Mana sanak saudara? Apa nak jadi dengan masyarakat kita ini?,,AstaghfirullahalazimHow can in Malaysia still have people die from starvationWheres MP syedsaddiqWheres the assemblymanWheres the village chiefWheres the priestWheres the neighborWheres your brotherWhat to do with our society,-0.5994,Negative
Wed Aug 21 14:35:41 +0000 2024,@nurafqh_fz @heiapeni @lontonggorengz Dah dia kata orang Malaysia masih ada yang miskin jadi tak boleh tolong orang Rohingya. Dia bagi sumbangan duit ke Palestine tu bila masih ada orang Malaysia miskin tu bukan janganlah sampai anak kera di hutan disusui anak sendiri di rumah kebuluran. ke?,Belate,nurafqhfz heiapeni lontongongorengz He said Malaysians are still poor so they cant help the RohingyaHe gave money to Palestine when there were still poor Malaysians not that the monkey in the jungle were breastfeeding their child in the starvation houseto,-0.8281,Negative
Tue Aug 20 17:26:49 +0000 2024,@lontonggorengz janganlah sampai anak kera di hutan disusui anak sendiri di rumah kebuluran. ikut capasity ukuran di badan sendiri sebelum nak melebih. kita tau masih ramai malaysia tercicir pendidikan tak dapat pekerjaan sambung belajar tak mampu hidup daif.,,Lontonggorengz Do not let the monkey in the jungle breastfeed their child in the starvation houseFollow capasity measurement on your own body before it go outWe know that many Malaysians have dropped education that can not be able to continue learning to be able to live poorly,0.0,Neutral
Tue Aug 20 02:30:09 +0000 2024,𝗞𝗲𝗲𝗽 𝗘𝘆𝗲𝘀 𝗼𝗻 𝗦𝘂𝗱𝗮𝗻! Islamic Relief seru krisis Sudan diberi perhatian global. Lebih 25 juta penduduk Sudan berdepan ancaman kelaparan paling teruk di dunia. Beberapa kawasan di Sudan khususnya di Darfur Utara telah diisytiharkan mengalami kebuluran. https://t.co/KS1rpXHCPR,Malaysia,Islamic Relief Excellent Crisis Sudan is given global attentionMore than 25 million Sudanese people face the worst threat of hunger in the worldSome area in Sudan especially in North Darfur have been declared starvation,-0.7783,Negative
Mon Aug 19 00:19:25 +0000 2024,@1negara1 @aminemisme @nazribiztalk Ko ingat Malaysia tak bantu masa kebuluran di Ethiopia 1983 - 85 tu ke?? Aku hidup besar dlm zaman tu aku tahu le.. Ghana jadi ejekan negara kaya kerana hanya mampu hantar pisang salai je..itu ko tahu ke?? Malaysia cuma x hantar bantuan ke Ehtopia je (belajar mengeja dulu),,1negara1 aminemism nazribiztalk ko remember malaysia doe not help starvation time in Ethiopia 1983 85 tu I lived big in that time I knew le Ghana became a rich country because it wa only able to send a smoked bananaI know it Malaysia just x send help to ehtopia je learn to spell first,0.6177,Positive
Sun Aug 18 05:08:59 +0000 2024,dengan issue malaysia yang tercicir berlajar susah dapat kerja hidup lelah. ada lagi manusia jenis anak kera di hutan disusui anak sendiri di rumah kebuluran. fix and stregthen dulu yang ada baru fix orang lain.,,With a Malaysian issue that is losing a hard time working hard to workThere are more people of the monkey in the jungle to be breastfed in their starvation houseFix and stregthen first had someone elses fix,-0.5267,Negative
Tue Jul 23 11:42:21 +0000 2024,Datang tanah Melayu beramai2 pun sebab kebuluran bersyukur jelah apa yg kau dah nikmati di Malaysia generasi demi generasi. https://t.co/klWv09chZU,نجف,Coming to the Malay land a lot because the starvation is thankful for what you enjoy in Malaysia for generation,0.7845,Positive
Thu Jul 18 03:51:06 +0000 2024,𝐓𝐀𝐇𝐍𝐈𝐀𝐇.. Menteri KPKT YB @NgaKorMing mengetuai delegasi Malaysia menyampaikan kenyataan negara di majlis perasmian HLPF 2024 di PBB New York baru2 ini. Menteri kongsi usaha Malaysia utk capai sifar miskin tegar sifar kebuluran sifar anak-anak tercicir &amp; sebagainya di,,Minister of KPKT YB ngakorming led the Malaysian delegation delivering the National Statement at the Opening Ceremony of HLPF 2024 at the New York UNMinister of Sharing Malaysias effort to achieve the poor zero of zero zero zero child dropped ampso on at,-0.0772,Negative
Thu Jul 18 03:12:37 +0000 2024,Tahukah anda yg ni Menteri KPKT Sdr @NgaKorMing ketuai delegasi Malaysia menyampaikan kenyataan negara di majlis perasmian HLPF 2024 di PBB New York. Menteri kongsi usaha Malaysia utk capai sifar miskin tegar sifar kebuluran sifar anak-anak tercicir &amp; sebagainya. Padu ,"Alor Star, Kedah",Did you know that the Minister of KPKT sdr ngakorming head of the Malaysian delegation delivered the National Statement at the Opening Ceremony of HLPF 2024 at the UN New YorkMinister of Sharing Malaysias effort to achieve the poor zero of zero zero zero child dropped ampso onSolid,-0.0772,Negative
Fri Mar 22 06:07:47 +0000 2024,Kita bergembira mereka berduka. Kita kekenyangan namun mereka kebuluran ketika Ramadan. Betapa susah untuk mendapatkan makanan sehingga terpaksa berbuka dengan sup lemon bersama rumput. Bersama taja Set Iftar di https://t.co/EDb0bWXMcI #iftar #ramadankareem #mfs #palestin https://t.co/Z66GjYvSyA,Malaysia,We have fun with themWe are full of fan but they starve during RamadanHow difficult it is to get food so it ha to break with lemon soup with grassTogether with Set Iftar at iftar ramadkareem mf palestin,-0.198,Negative
Wed Mar 20 15:55:22 +0000 2024,Lebih separuh penduduk Gaza di ambang kebuluran #malaysiagazette https://t.co/2DYmMDHwlZ,Kuala Lumpur,More than half of Gaza resident on the starvation of malaysiagazette,0.0,Neutral
Fri Mar 15 06:57:45 +0000 2024,@lady_bugg11 Anak2 Palestine kebuluran tak cukup keperluan..di malaysia sibuk pasal makan kat kantin buka ke tutup bulan puasa ..mana lh ehsan org malaysia ini ..,,ladybugg11 Palestinian kid are not enough to get enough,0.0,Neutral
Fri Mar 15 01:04:13 +0000 2024,Kebuluran jadi senjata perang di Gaza-EU https://t.co/kaLomO4DTt #AsiaBarat #LUARNEGARA #TERKINI,Malaysia,Starvation to be a weapon in Gazaeu asiabarat luarnegara terkini,-0.296,Negative
Thu Mar 07 01:52:43 +0000 2024,Kebuluran di Gaza: Afrika Selatan desak ICJ ambil tindakan atas Israel #malaysiagazette https://t.co/b5rUfqwG8x,Kuala Lumpur,Hunger in Gaza South Africa Desak ICJ Take action on Israel malaysiagazette,-0.25,Negative
Thu Mar 07 01:18:24 +0000 2024,Angka kematian akibat kebuluran di Gaza meningkat #malaysiagazette https://t.co/ZKIfjoLkTl,Kuala Lumpur,The starvation death toll in Gaza increased Malaysiagazette,-0.4215,Negative
Fri Mar 01 13:10:41 +0000 2024,@saythenameay Betul ke ada kebuluran di Malaysia? Kat mana tolong sebarkan maklumat,,saythenameIay is there a starvation in MalaysiaWhere can you spread the information,0.0,Neutral
